Title,Version,Created By,Created Date,Language,Primary Owner,Primary Owners,Business Reviewers,Domain Owner,Localization Config,Last Modified By,Last Modified Date,Status,Geography,Node Id,Node Type,Model Set Id,Model Set Version,Topics,Is Translation,Source Language,Source Id,Auto Translate,Translation Method,Last Published On,Last Published By,Archival Date,Archival By,Employee Class,Job Level,Line Of Business,Location Type,Hourly Salaried,Path,Country,Content Type,Channel,Show Managed By On Page,Template,Ticket Id,Is Searchable,Entitlement,Word Count,On Time,Off Time,Atms Due Date,Translation Approver,Translation Scheduled Date,Translation Status,Translation Workflow Template,Article Type,Category,Date Moved,Key Words,Open In New Tab,Fragment Reference,Content Url
What Is the Deadline for Submitting Expenses? - Global,0.1.0,alisonso,2026-05-21T21:51:54.443Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-21T21:51:54.443Z,DRAFT,Global,c7987f4b-4444-4bf5-91d9-0fd54cd901d4,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"007a9898-5e2d-448a-af2a-0a849418d1a8,Expense Reimbursement",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"All Employee Classes,No Value (Blank in AEM)","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)","All Location Types,No Value (Blank in AEM)","All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/007a9898-5e2d-448a-af2a-0a849418d1a8/c7987f4b-4444-4bf5-91d9-0fd54cd901d4/0.1.0/content
How Do I Submit an Expense Report? - Global,0.3.0,alisonso,2026-05-28T23:45:12.978Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-28T23:45:12.978Z,DRAFT,Global,7cd776d3-dc3d-4fce-b69e-b5800f8e3c07,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"b93be029-12c8-4820-afff-017ec2af7748,Expense System",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"All Employee Classes,No Value (Blank in AEM)","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)","All Location Types,No Value (Blank in AEM)","All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/b93be029-12c8-4820-afff-017ec2af7748/7cd776d3-dc3d-4fce-b69e-b5800f8e3c07/0.3.0/content
What Expenses Are Reimbursable? - Switzerland,0.1.0,alisonso,2026-05-21T20:02:09.902Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-21T20:02:09.902Z,DRAFT,Switzerland,1da0befd-6bc7-4ce1-a1a9-7707dc3c7a5c,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"cbad4489-6832-4289-af19-b437ec714f77,Employee Expense,Expense Reimbursement",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,F - Regular Full Time,"All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)",All Location Types,"All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/cbad4489-6832-4289-af19-b437ec714f77/1da0befd-6bc7-4ce1-a1a9-7707dc3c7a5c/0.1.0/content
What Expenses Are Reimbursable? - Non-Amazonians,0.2.0,alisonso,2026-05-21T22:48:55.558Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""locApprover"":"""",""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false}",alisonso,2026-05-21T22:48:55.558Z,DRAFT,Global,cbfc28e5-8785-4de9-8e9d-1ff14afc8ed7,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"cbad4489-6832-4289-af19-b437ec714f77,Employee Expense,Expense Reimbursement",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"B - Fixed Term Contractor - EU,C - Third Party Consultant,G - Agency or Temp,I - Intern,J - JV or RC Worker,M - Internal Staffing Solutions,N - Trainee European,P - Apprentice,Q - Field Regular Part Time 20-29,R - Regular Reduced Time 30 + Hrs,S - Seasonal/Short-Term,T - Onsite Vendor,V - Offsite Vendor,W - 3P Onsite Worker,X - Regular Flex Time - < 20 Hrs","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)",All Location Types,"All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/cbad4489-6832-4289-af19-b437ec714f77/cbfc28e5-8785-4de9-8e9d-1ff14afc8ed7/0.2.0/content
My Expense Report Was Rejected. What Do I Do Now? - Global,0.2.0,alisonso,2026-05-27T17:08:54.376Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-27T17:08:54.376Z,DRAFT,Global,81b4a939-5ff3-432a-be7a-9cc5f492dc11,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"007a9898-5e2d-448a-af2a-0a849418d1a8,Expense Reimbursement,Expense System",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"All Employee Classes,No Value (Blank in AEM)","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)","All Location Types,No Value (Blank in AEM)","All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/007a9898-5e2d-448a-af2a-0a849418d1a8/81b4a939-5ff3-432a-be7a-9cc5f492dc11/0.2.0/content
How Do I Find the Right Expense Type? - Global,0.4.0,alisonso,2026-05-29T19:02:10.214Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-29T19:02:10.214Z,DRAFT,Global,2ce1871c-51f2-4fc1-ad25-b6b23119e190,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"b93be029-12c8-4820-afff-017ec2af7748,Expense System",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"All Employee Classes,No Value (Blank in AEM)","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)","All Location Types,No Value (Blank in AEM)","All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/b93be029-12c8-4820-afff-017ec2af7748/2ce1871c-51f2-4fc1-ad25-b6b23119e190/0.4.0/content
What Expenses Are Reimbursable? - Germany,0.1.0,alisonso,2026-05-21T19:26:36.875Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-21T19:26:36.875Z,DRAFT,Germany,3bebdb8f-248e-404f-b4db-f3eeea3564ce,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"cbad4489-6832-4289-af19-b437ec714f77,Employee Expense,Expense Reimbursement",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,F - Regular Full Time,"All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)",All Location Types,"All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/cbad4489-6832-4289-af19-b437ec714f77/3bebdb8f-248e-404f-b4db-f3eeea3564ce/0.1.0/content
How Long Does It Take to Get Reimbursed? - Global (Copy),0.1.0,alisonso,2026-05-21T22:57:29.251Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-21T22:57:29.251Z,DRAFT,Global,57d2643d-ec89-4f9d-bb00-58f4abef30fe,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"007a9898-5e2d-448a-af2a-0a849418d1a8,Expense Reimbursement,Expense System",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"All Employee Classes,No Value (Blank in AEM)","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)","All Location Types,No Value (Blank in AEM)","All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/007a9898-5e2d-448a-af2a-0a849418d1a8/57d2643d-ec89-4f9d-bb00-58f4abef30fe/0.1.0/content
Are Meals Covered During Business Travel? - Global,0.2.0,alisonso,2026-05-28T16:52:50.133Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-28T16:52:50.133Z,DRAFT,Global,2e074e68-3a67-404e-b05c-98d7965f2d79,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"007a9898-5e2d-448a-af2a-0a849418d1a8,Expense Reimbursement",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"All Employee Classes,No Value (Blank in AEM)","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)","All Location Types,No Value (Blank in AEM)","All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/007a9898-5e2d-448a-af2a-0a849418d1a8/2e074e68-3a67-404e-b05c-98d7965f2d79/0.2.0/content
Expense Types Table (Emburse),0.3.0,alisonso,2026-05-29T18:58:10.010Z,en,portzh,"portzh,alisonso",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-29T18:58:10.010Z,DRAFT,Global,d8f9f890-1075-49ac-ad5c-aa98aea89312,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"b93be029-12c8-4820-afff-017ec2af7748,Expense System",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"All Employee Classes,No Value (Blank in AEM)","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)","All Location Types,No Value (Blank in AEM)","All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/b93be029-12c8-4820-afff-017ec2af7748/d8f9f890-1075-49ac-ad5c-aa98aea89312/0.3.0/content
Are Mobile Phone Expenses Reimbursable? - Global,0.2.0,alisonso,2026-05-28T16:51:22.591Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-28T16:51:22.591Z,DRAFT,Global,e832b61c-bda3-4e9d-adff-0902f36861ea,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"007a9898-5e2d-448a-af2a-0a849418d1a8,Expense Reimbursement",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"All Employee Classes,No Value (Blank in AEM)","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)","All Location Types,No Value (Blank in AEM)","All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/007a9898-5e2d-448a-af2a-0a849418d1a8/e832b61c-bda3-4e9d-adff-0902f36861ea/0.2.0/content
How Do I Get Support for My Expense Report? - Global,0.5.0,alisonso,2026-05-27T16:41:02.812Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-27T16:41:02.812Z,DRAFT,Global,cd2c1ca1-fbe5-4b9e-a384-9c3fd4dd3daa,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"b93be029-12c8-4820-afff-017ec2af7748,Expense System",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"All Employee Classes,No Value (Blank in AEM)","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)","All Location Types,No Value (Blank in AEM)","All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/b93be029-12c8-4820-afff-017ec2af7748/cd2c1ca1-fbe5-4b9e-a384-9c3fd4dd3daa/0.5.0/content
What Should I Do if I Lost a Receipt? - Global,0.5.0,alisonso,2026-05-27T20:55:27.533Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-27T20:55:27.533Z,DRAFT,Global,1ad8360d-d279-4f6e-a17b-fc014df462f4,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"b93be029-12c8-4820-afff-017ec2af7748,Expense System",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"All Employee Classes,No Value (Blank in AEM)","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)","All Location Types,No Value (Blank in AEM)","All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/b93be029-12c8-4820-afff-017ec2af7748/1ad8360d-d279-4f6e-a17b-fc014df462f4/0.5.0/content
I Accidentally Used My Corporate Card for a Personal Expense. What Should I Do? - Global,0.5.0,alisonso,2026-05-29T12:16:00.176Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-29T12:16:00.176Z,DRAFT,Global,0765f678-af1f-47b9-adaf-c511037b9604,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"007a9898-5e2d-448a-af2a-0a849418d1a8,Expense Reimbursement,Expense System",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"All Employee Classes,No Value (Blank in AEM)","All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)","All Location Types,No Value (Blank in AEM)","All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/007a9898-5e2d-448a-af2a-0a849418d1a8/0765f678-af1f-47b9-adaf-c511037b9604/0.5.0/content
